hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,1,99,2015,November,45,6,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,62.73013641759506,0,0,Canceled,2025-08-09
City Hotel,1,37,2015,December,52,24,1,3,1,0.0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14.0,,0,Transient,77.54547663942711,0,0,Canceled,2024-11-11
City Hotel,0,0,2016,January,2,8,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,63.93515282295024,0,0,Check-Out,2025-04-11
City Hotel,0,158,2017,July,29,17,1,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,117.25403954560207,0,0,Check-Out,2024-12-23
City Hotel,0,12,2016,March,10,4,0,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.99618660065204,0,2,Check-Out,2024-12-27
Resort Hotel,0,34,2017,August,32,8,0,5,2,0.0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,241.0,,0,Transient,190.81828129182364,0,2,Check-Out,2025-01-29
City Hotel,0,220,2016,July,30,22,0,2,1,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,96,Transient-Party,66.0520021057258,0,0,Check-Out,2025-04-23
City Hotel,1,18,2015,October,42,12,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,1,1,0,A,A,0,No Deposit,15.0,,0,Transient,100.09282282763597,0,0,Canceled,2025-01-24
City Hotel,0,9,2017,February,6,5,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,84.15329218350666,0,1,Check-Out,2025-06-24
Resort Hotel,0,38,2016,March,10,2,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115.0,,0,Transient,24.10212795664483,0,0,Check-Out,2025-01-12
City Hotel,0,107,2016,April,16,13,0,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,96.96367879070299,0,1,Check-Out,2025-08-10
Resort Hotel,0,0,2015,September,37,7,1,2,2,0.0,0,BB,AUT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,137.50765900356356,0,0,Check-Out,2024-09-16
City Hotel,1,10,2017,May,20,16,2,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,182.54643499817308,0,0,Canceled,2024-11-20
Resort Hotel,0,0,2016,March,10,1,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,42.44234363083462,0,0,Check-Out,2025-03-05
Resort Hotel,1,141,2017,May,20,15,3,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,71.0,,0,Transient,8.078225942537577,0,0,Canceled,2025-04-05
Resort Hotel,0,91,2015,November,47,15,2,1,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,25.415172604539006,0,0,Check-Out,2025-07-21
City Hotel,0,0,2015,August,32,7,0,2,2,0.0,1,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,89.93956565220346,0,2,Check-Out,2025-05-28
City Hotel,0,103,2017,March,12,24,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,171.0,,0,Transient-Party,103.34435149863933,0,1,Check-Out,2024-10-17
City Hotel,0,18,2015,December,52,24,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,,,0,Transient-Party,80.03774103470214,0,1,Check-Out,2025-07-18
City Hotel,0,1,2016,February,6,5,0,2,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,E,E,1,No Deposit,,183.0,0,Transient-Party,95.0033560036095,0,0,Check-Out,2025-07-21
City Hotel,0,3,2016,December,50,9,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.57218749703685,0,0,Check-Out,2024-11-06
City Hotel,0,32,2016,December,50,7,0,4,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,112.77480364032118,0,1,Check-Out,2025-01-14
City Hotel,0,14,2016,October,41,6,0,3,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,83.0,,0,Transient,132.14034085939284,0,0,Check-Out,2025-07-09
City Hotel,0,179,2017,April,16,17,1,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,6,No Deposit,9.0,,0,Transient,130.9860911247975,0,3,Check-Out,2025-01-11
City Hotel,0,1,2017,June,26,29,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,B,A,1,No Deposit,14.0,,0,Transient,185.3182736112924,0,0,Check-Out,2025-08-18
City Hotel,1,177,2016,October,45,30,2,0,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,77.44263497782892,0,0,Canceled,2025-08-12
Resort Hotel,0,3,2017,January,4,28,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,67.66071753228756,1,1,Check-Out,2025-01-03
City Hotel,0,14,2017,July,30,28,2,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,132.0119773918292,0,1,Check-Out,2025-02-04
Resort Hotel,0,187,2016,August,35,21,2,5,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,75.0,,0,Contract,162.1497385932947,0,0,Check-Out,2024-09-21
City Hotel,0,67,2017,March,13,29,0,4,1,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,0,Transient,101.00406047668322,0,0,Check-Out,2025-05-09
City Hotel,1,48,2017,July,28,9,2,1,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,210.22377900488124,0,2,Canceled,2025-07-06
City Hotel,0,140,2017,April,14,8,1,1,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.73028638874732,0,2,Check-Out,2024-09-18
Resort Hotel,0,74,2016,December,50,7,0,4,2,0.0,0,BB,ESP,Groups,Direct,0,0,0,A,C,1,No Deposit,,,0,Transient-Party,40.51625208152476,1,0,Check-Out,2025-05-07
City Hotel,0,54,2015,September,38,17,0,2,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,20.0,,0,Transient-Party,72.60374299809496,0,0,Check-Out,2024-10-19
City Hotel,0,10,2016,November,45,2,2,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.71516073438052,0,1,Check-Out,2024-11-24
Resort Hotel,1,74,2017,April,14,2,2,1,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,115.41739395775716,0,0,Canceled,2025-07-12
City Hotel,0,37,2017,June,23,4,2,3,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.35125820589872,0,1,Check-Out,2024-12-20
Resort Hotel,1,291,2016,August,32,3,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,161.62415924727267,0,1,Canceled,2025-04-23
City Hotel,0,76,2017,April,17,24,1,0,1,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,,0,Transient,75.74634026361157,0,1,Check-Out,2024-11-04
City Hotel,0,148,2016,September,40,29,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,165.56155499590656,0,2,Check-Out,2025-06-27
City Hotel,0,0,2016,August,35,24,0,1,2,0.0,1,SC,BRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,107.03696640344917,0,2,Check-Out,2024-12-25
Resort Hotel,0,1,2015,November,48,24,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,42.576170683815874,1,2,Check-Out,2025-05-29
City Hotel,0,29,2016,September,38,16,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,142.164973095314,0,1,Check-Out,2025-07-15
City Hotel,1,107,2015,July,30,19,4,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,70.56282161894985,0,1,Canceled,2025-04-12
City Hotel,1,481,2016,October,43,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,391,Transient,76.95045815459524,0,0,Canceled,2025-03-03
City Hotel,0,68,2016,July,29,16,2,2,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,116.20893326360967,0,3,Check-Out,2025-06-04
City Hotel,1,31,2016,September,39,24,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,158.64951420987316,0,0,Canceled,2025-04-02
City Hotel,1,252,2016,April,16,14,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,58.393486822243666,0,0,Canceled,2025-08-07
Resort Hotel,0,94,2017,March,10,11,2,5,1,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,177.0,,0,Transient-Party,28.8589757589475,0,0,Check-Out,2025-07-22
Resort Hotel,0,314,2016,July,29,14,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314.0,,0,Transient,114.42441674953729,0,0,Check-Out,2025-08-22
Resort Hotel,1,183,2016,June,24,11,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,253.0,,0,Transient,49.37238210038658,0,0,Canceled,2025-05-23
City Hotel,0,266,2016,July,31,30,1,1,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,112.75123014802926,0,1,Check-Out,2025-05-06
City Hotel,1,19,2015,October,41,6,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,Non Refund,82.0,,0,Transient,89.43778938489537,0,0,Canceled,2024-11-22
City Hotel,0,178,2016,October,44,28,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.22248739134275,0,2,Check-Out,2025-07-08
Resort Hotel,0,92,2016,February,7,12,0,2,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,69.40573305066386,0,0,Check-Out,2025-05-08
Resort Hotel,0,0,2015,November,48,23,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0.0,0,1,Check-Out,2025-05-27
Resort Hotel,1,286,2016,July,29,15,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,124.50932730088184,0,2,Canceled,2025-07-29
City Hotel,0,81,2017,February,7,16,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.13707089738854,0,1,Check-Out,2025-02-09
Resort Hotel,0,89,2015,July,29,18,4,10,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,135.4424469134103,0,0,Check-Out,2024-09-17
City Hotel,1,41,2017,January,1,1,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,68.16876645423244,0,0,Canceled,2025-07-26
City Hotel,1,107,2015,December,49,3,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,55.0,,0,Transient,71.35320151637235,0,0,Canceled,2024-12-19
Resort Hotel,0,2,2017,January,3,19,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,459.0,0,Transient,36.304162222225294,1,0,Check-Out,2024-10-25
City Hotel,1,38,2016,August,32,1,1,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,152.7144809075993,0,0,Canceled,2025-01-17
City Hotel,0,87,2016,May,19,1,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,71.16734200105861,0,0,Check-Out,2025-01-18
Resort Hotel,0,1,2016,January,3,10,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,41.56352341289034,0,1,Check-Out,2024-10-22
Resort Hotel,0,5,2016,January,2,5,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,38.48903742663852,0,2,Check-Out,2024-10-27
City Hotel,0,14,2015,December,49,3,2,5,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,48.70463735499647,0,0,Check-Out,2025-01-02
City Hotel,1,366,2017,April,17,25,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,86.79354936892722,0,0,Canceled,2025-06-19
Resort Hotel,1,207,2016,December,52,21,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,48.6728516326723,0,1,Canceled,2025-04-21
City Hotel,1,62,2016,February,8,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,,0,Transient,62.58515329459911,0,0,Canceled,2024-12-07
Resort Hotel,1,9,2017,April,14,3,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,Non Refund,,135.0,0,Transient,51.61332364914635,0,0,Canceled,2025-05-04
Resort Hotel,0,190,2016,June,26,25,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,E,1,No Deposit,156.0,,0,Transient,90.03282247404044,0,2,Check-Out,2025-01-10
City Hotel,0,4,2016,January,1,2,2,1,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,26.0,,0,Transient-Party,91.44469719304986,0,0,Check-Out,2025-05-23
City Hotel,0,116,2016,June,24,6,1,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,B,2,No Deposit,9.0,,0,Transient-Party,106.11661439202123,0,1,Check-Out,2025-01-08
City Hotel,1,285,2015,October,42,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,67.45546526765276,0,0,Canceled,2024-09-13
City Hotel,1,25,2017,July,27,7,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,169.87589428505927,0,1,Canceled,2025-01-05
Resort Hotel,0,15,2016,March,12,18,2,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,6,No Deposit,240.0,,0,Transient,103.83898957427198,1,1,Check-Out,2024-10-06
City Hotel,0,65,2016,May,20,13,1,2,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,132.7909933442456,0,2,Check-Out,2025-04-24
City Hotel,1,203,2016,June,25,14,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,8.0,,0,Transient,107.68579419664535,0,2,Canceled,2025-01-31
City Hotel,0,20,2015,August,36,31,3,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,123.85607768228586,0,0,Check-Out,2024-10-04
City Hotel,0,21,2017,June,24,12,1,0,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.29840609925418,0,0,Check-Out,2025-02-12
City Hotel,1,50,2017,July,30,24,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,173.73048934131006,0,0,Canceled,2025-01-28
City Hotel,0,99,2016,April,18,27,0,2,2,0.0,0,BB,RUS,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,97.96318008519623,0,0,Check-Out,2025-03-04
City Hotel,0,102,2016,July,30,17,2,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.44592950840315,0,1,Check-Out,2025-08-12
Resort Hotel,0,17,2017,May,21,22,1,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,91.71059657238146,1,0,Check-Out,2025-04-03
Resort Hotel,1,277,2015,September,38,15,0,5,3,0.0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,95.0,,0,Transient,78.1145875517466,0,1,Canceled,2025-05-17
City Hotel,1,12,2015,September,38,14,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,74.51656483301137,0,0,No-Show,2024-10-31
City Hotel,1,86,2016,March,13,20,2,5,1,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,9,Transient,79.46352116254155,0,0,Canceled,2024-10-13
City Hotel,0,40,2017,March,10,6,1,1,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,83.67893415351152,0,0,Check-Out,2025-07-27
Resort Hotel,1,261,2016,September,37,7,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,1.0,,0,Transient,94.3434592465069,0,0,Canceled,2024-10-04
City Hotel,0,11,2016,December,52,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,,219.0,0,Transient,81.39705502444508,0,1,Check-Out,2025-05-03
Resort Hotel,0,72,2017,April,15,11,0,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,155.29670625413706,1,2,Check-Out,2025-01-03
Resort Hotel,1,73,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.30326735957321,0,0,Canceled,2024-09-29
Resort Hotel,1,14,2016,October,43,19,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,73.92498560430433,0,1,Canceled,2025-07-17
City Hotel,0,12,2016,February,7,12,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,84.4363487675786,0,2,Check-Out,2025-01-02
Resort Hotel,0,1,2017,March,12,21,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,2,9,A,D,0,No Deposit,,86.0,0,Transient,48.60495606904798,0,0,Check-Out,2024-10-14
City Hotel,0,5,2016,July,29,14,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.74715309577365,0,1,Check-Out,2024-12-03
City Hotel,1,26,2015,November,46,13,1,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9.0,,0,Contract,138.53448880319544,0,2,Canceled,2025-09-04
City Hotel,0,0,2016,June,25,18,2,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,146.73212601207194,0,2,Check-Out,2024-12-26
City Hotel,1,254,2016,June,25,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,79.00726493910096,0,0,Canceled,2025-05-02
City Hotel,0,36,2017,August,33,15,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,141.86796399443736,0,1,Check-Out,2025-07-06
City Hotel,0,140,2017,March,12,25,4,10,2,1.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,108.49223573289427,0,2,Check-Out,2024-10-31
Resort Hotel,1,16,2016,October,43,19,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,85.18017452080376,0,1,Canceled,2025-04-11
Resort Hotel,0,163,2017,August,33,15,2,8,2,0.0,0,HB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,257.9934578714708,0,2,Check-Out,2025-05-28
City Hotel,0,79,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,107.43313297523754,0,0,Check-Out,2024-11-21
Resort Hotel,0,0,2015,December,50,9,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,,,0,Transient,40.208004125282024,0,0,Check-Out,2025-06-25
City Hotel,0,25,2017,June,23,9,2,2,2,2.0,0,BB,FRA,Direct,Direct,0,0,0,F,F,0,No Deposit,14.0,,0,Transient,233.66585443385958,0,0,Check-Out,2024-10-29
Resort Hotel,0,18,2015,November,49,30,1,3,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,,343.0,0,Transient-Party,35.47540211392337,1,0,Check-Out,2024-12-21
City Hotel,1,83,2017,April,14,2,2,0,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.14750571412654,0,0,Canceled,2025-02-18
Resort Hotel,0,177,2016,August,33,12,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,139.81408682622896,1,0,Check-Out,2025-04-21
Resort Hotel,0,10,2017,May,18,2,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,2,A,A,0,No Deposit,146.0,,0,Transient,48.920963764444934,0,0,Check-Out,2024-12-28
City Hotel,0,43,2016,June,27,29,0,2,2,1.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,9.0,,0,Transient,139.57799566171693,0,1,Check-Out,2025-08-20
Resort Hotel,0,16,2016,June,26,20,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,126.0,,0,Transient,97.46512168111283,1,0,Check-Out,2024-10-24
City Hotel,0,289,2016,June,24,6,1,1,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,93.78735173071384,0,0,Check-Out,2025-02-12
City Hotel,0,217,2015,October,40,2,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,78.1137168521294,0,0,Check-Out,2024-10-18
Resort Hotel,0,80,2017,May,19,7,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,40.0,,0,Contract,75.16406064896604,0,0,Check-Out,2024-09-24
City Hotel,0,300,2017,July,28,11,0,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,A,1,No Deposit,9.0,,0,Transient,90.16105277262905,0,3,Check-Out,2024-10-17
City Hotel,1,95,2016,March,10,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,154.0,,28,Transient,76.05989164100333,0,0,Canceled,2025-07-01
Resort Hotel,1,67,2017,June,24,12,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,186.09307649323247,0,0,Canceled,2025-04-19
City Hotel,0,141,2017,February,8,25,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,77.85445717735499,0,0,Check-Out,2025-02-11
Resort Hotel,0,219,2017,June,23,9,2,5,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,92.25246803361459,0,0,Check-Out,2025-09-03
City Hotel,0,53,2017,January,2,14,0,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.34357614646919,0,2,Check-Out,2025-04-21
City Hotel,1,129,2016,August,32,1,2,5,2,2.0,0,BB,MAR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,167.0364812591594,0,0,Canceled,2024-09-16
City Hotel,1,53,2016,April,18,28,1,3,2,1.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,189.22025291757336,0,0,Canceled,2024-11-18
Resort Hotel,0,33,2016,April,15,8,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,250.0,,0,Transient,59.23416223171804,0,0,Check-Out,2024-11-09
City Hotel,0,11,2016,February,8,17,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,0.0,0,2,Check-Out,2025-01-09
City Hotel,0,235,2017,July,28,13,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,102.43343308433008,0,1,Check-Out,2024-12-31
Resort Hotel,1,406,2016,September,39,21,0,4,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,74.67116873784997,0,0,Canceled,2025-02-19
Resort Hotel,0,0,2015,August,35,26,0,1,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,214.29579512523088,1,0,Check-Out,2025-01-30
City Hotel,1,177,2016,June,24,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,62,Transient,119.24595242015295,0,0,Canceled,2024-10-03
Resort Hotel,0,45,2015,July,31,26,2,5,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,131.4085652975691,0,2,Check-Out,2025-02-10
Resort Hotel,0,37,2016,February,10,28,2,5,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,314.0,,0,Transient,54.831106160595134,0,2,Check-Out,2025-01-15
